,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
6,2020-08-28,20:35,Liga MX,Guardianes 2020 Regular Season,Fri,Home,D,1,1,UANL,47.0,,Aldo Rocha,4-2-3-1,Oscar Mejia,Match Report,,10,3,,0,0,2021,Mazatlan
7,2020-09-02,20:00,Liga MX,Guardianes 2020 Regular Season,Wed,Away,L,1,3,América,63.0,,Aldo Rocha,4-2-3-1,Eduardo Basulto,Match Report,,17,5,,0,0,2021,Mazatlan
8,2020-09-09,20:00,Liga MX,Guardianes 2020 Regular Season,Wed,Home,W,1,0,Tijuana,63.0,,Aldo Rocha,4-1-4-1,Fernando Guerrero,Match Report,,18,4,,0,0,2021,Mazatlan
9,2020-09-12,17:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,D,1,1,Atlas,53.0,,Aldo Rocha,4-4-2,Fernando Hernández,Match Report,,8,2,,0,0,2021,Mazatlan
10,2020-09-18,20:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,L,2,3,Cruz Azul,59.0,,Efraín Velarde,4-4-2,Óscar Macias,Match Report,,13,7,,1,1,2021,Mazatlan
11,2020-09-26,17:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,1,2,Guadalajara,32.0,,Mario Osuna,4-4-2,Adonai Escobedo,Match Report,,7,3,,0,0,2021,Mazatlan
12,2020-10-02,21:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,L,1,2,León,28.0,,Efraín Velarde,5-3-2,Erick Yair Miranda,Match Report,,5,2,,0,0,2021,Mazatlan
13,2020-10-16,20:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,W,3,2,FC Juárez,42.0,,Aldo Rocha,4-4-2,Fernando Hernández,Match Report,,11,6,,1,1,2021,Mazatlan
14,2020-10-24,20:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,L,1,2,Monterrey,60.0,,Aldo Rocha,4-4-2,Jorge Rojas,Match Report,,9,3,,0,0,2021,Mazatlan
15,2020-10-29,21:00,Liga MX,Guardianes 2020 Regular Season,Thu,Away,W,5,0,Atlético,39.0,,Aldo Rocha,4-4-2,Jorge Pérez,Match Report,,11,7,,0,0,2021,Mazatlan
16,2020-11-08,19:06,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,0,4,Santos,50.0,,Aldo Rocha,4-4-2,César Arturo Ramos,Match Report,,13,4,,0,0,2021,Mazatlan
17,2021-01-08,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,3,2,Necaxa,43.0,7049.0,Rodrigo Millar,3-5-2,Victor Caceres,Match Report,,10,5,,1,1,2021,Mazatlan
18,2021-01-17,12:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,0,3,UNAM,57.0,,Rodrigo Millar,4-4-2,Luis Santander,Match Report,,7,1,,0,0,2021,Mazatlan
19,2021-01-22,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,D,0,0,Santos,47.0,,Rodrigo Millar,3-5-1-1,César Arturo Ramos,Match Report,,5,2,,0,0,2021,Mazatlan
20,2021-01-29,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,1,0,Pachuca,43.0,,Israel Jiménez,3-5-1-1,Eduardo Basulto,Match Report,,11,7,,0,0,2021,Mazatlan
21,2021-02-07,12:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,1,4,Toluca,49.0,,Israel Jiménez,4-1-4-1,Marco Antonio Nava,Match Report,,9,4,,0,0,2021,Mazatlan
22,2021-02-12,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,L,0,3,Atlético,67.0,,Israel Jiménez,4-2-2-2,Fernando Guerrero,Match Report,,24,4,,0,0,2021,Mazatlan
23,2021-02-19,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,1,FC Juárez,43.0,,Israel Jiménez,4-4-2◆,Oscar Mejia,Match Report,,11,3,,0,0,2021,Mazatlan
24,2021-02-26,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,3,0,Querétaro,63.0,,Nicolás Díaz Huincales,4-3-1-2,Marco Antonio Nava,Match Report,,9,4,,0,0,2021,Mazatlan
25,2021-03-03,21:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,L,0,1,Cruz Azul,25.0,,Israel Jiménez,5-4-1,Luis Santander,Match Report,,4,1,,0,0,2021,Mazatlan
26,2021-03-06,20:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,D,1,1,Guadalajara,37.0,,Nicolás Díaz Huincales,4-5-1,Fernando Guerrero,Match Report,,7,4,,0,0,2021,Mazatlan
27,2021-03-13,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,2,1,UANL,47.0,,Israel Jiménez,4-4-2,Óscar Macias,Match Report,,12,4,,0,0,2021,Mazatlan
28,2021-03-19,20:00,Liga MX,Guardianes 2021 Regular Season,Fri,Home,L,0,1,América,51.0,10159.0,Israel Jiménez,4-4-2,Diego Montaño,Match Report,,11,3,,0,0,2021,Mazatlan
29,2021-04-02,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,1,3,Puebla,40.0,,Israel Jiménez,3-4-3,Eduardo Basulto,Match Report,,9,4,,0,0,2021,Mazatlan
30,2021-04-11,19:06,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,3,2,Tijuana,43.0,,Israel Jiménez,4-4-2,Jorge Rojas,Match Report,,16,5,,2,2,2021,Mazatlan
31,2021-04-16,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,D,0,0,Atlas,38.0,,Israel Jiménez,4-4-2,Marco Ortíz,Match Report,,10,2,,0,0,2021,Mazatlan
32,2021-04-23,20:35,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,4,3,León,42.0,,Israel Jiménez,4-4-2,César Arturo Ramos,Match Report,,10,4,,0,0,2021,Mazatlan
33,2021-05-01,21:06,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,1,Monterrey,47.0,,Rodrigo Millar,4-4-2,Oscar Mejia,Match Report,,6,2,,0,0,2021,Mazatlan
0,2020-07-25,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,3,1,Atlas,56.0,,Miller Bolaños,4-2-3-1,César Arturo Ramos,Match Report,,13,5,,0,0,2021,Tijuana
1,2020-08-01,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,0,4,América,52.0,,Miller Bolaños,4-2-3-1,Adonai Escobedo,Match Report,,7,2,,0,0,2021,Tijuana
2,2020-08-06,19:06,Liga MX,Guardianes 2020 Regular Season,Thu,Home,D,0,0,UANL,51.0,,Miller Bolaños,3-5-2,Fernando Guerrero,Match Report,,5,1,,0,0,2021,Tijuana
3,2020-08-12,19:06,Liga MX,Guardianes 2020 Regular Season,Wed,Home,L,0,2,Atlético,71.0,,Miller Bolaños,3-5-2,Marco Antonio Nava,Match Report,,10,3,,0,0,2021,Tijuana
4,2020-08-17,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Away,L,1,2,León,39.0,,Jonathan Orozco,3-2-4-1,Erick Yair Miranda,Match Report,,10,3,,1,1,2021,Tijuana
5,2020-08-23,19:06,Liga MX,Guardianes 2020 Regular Season,Sun,Home,W,1,0,Puebla,55.0,,Jonathan Orozco,3-1-4-2,Diego Montaño,Match Report,,21,6,,0,0,2021,Tijuana
6,2020-08-30,12:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,0,3,UNAM,51.0,,Jonathan Orozco,3-1-4-2,Jorge Rojas,Match Report,,10,6,,0,1,2021,Tijuana
7,2020-09-04,19:06,Liga MX,Guardianes 2020 Regular Season,Fri,Home,W,2,1,Monterrey,49.0,,Jonathan Orozco,3-1-4-2,Jorge Pérez,Match Report,,15,5,,0,0,2021,Tijuana
8,2020-09-09,20:00,Liga MX,Guardianes 2020 Regular Season,Wed,Away,L,0,1,Mazatlán,37.0,,Jonathan Orozco,3-1-4-2,Fernando Guerrero,Match Report,,9,2,,0,0,2021,Tijuana
9,2020-09-13,19:06,Liga MX,Guardianes 2020 Regular Season,Sun,Home,L,1,2,Cruz Azul,53.0,,Jonathan Orozco,3-1-4-2,Oscar Mejia,Match Report,,14,7,,0,0,2021,Tijuana
10,2020-09-30,17:06,Liga MX,Guardianes 2020 Regular Season,Wed,Home,W,2,1,FC Juárez,53.0,,Jonathan Orozco,4-5-1,Jorge Rojas,Match Report,,11,6,,1,1,2021,Tijuana
11,2020-10-04,19:06,Liga MX,Guardianes 2020 Regular Season,Sun,Home,D,0,0,Guadalajara,49.0,,Jonathan Orozco,,Jorge Pérez,Match Report,,9,4,,0,0,2021,Tijuana
12,2020-10-11,19:06,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,0,2,Santos,49.0,,Jonathan Orozco,4-4-2,Diego Montaño,Match Report,,5,1,,0,0,2021,Tijuana
13,2020-10-16,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,L,0,2,Necaxa,51.0,,Jonathan Orozco,3-4-1-2,Adonai Escobedo,Match Report,,12,5,,0,1,2021,Tijuana
14,2020-10-25,12:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,0,2,Toluca,56.0,,Jonathan Orozco,3-5-2,Fernando Guerrero,Match Report,,22,4,,0,0,2021,Tijuana
15,2020-10-30,20:06,Liga MX,Guardianes 2020 Regular Season,Fri,Home,L,0,2,Pachuca,52.0,,Jonathan Orozco,3-4-1-2,Diego Montaño,Match Report,,11,5,,0,0,2021,Tijuana
16,2020-11-08,21:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,D,2,2,Querétaro,67.0,,Jonathan Orozco,4-3-1-2,Luis Santander,Match Report,,13,4,,0,0,2021,Tijuana
17,2021-01-08,19:06,Liga MX,Guardianes 2021 Regular Season,Fri,Home,D,0,0,UNAM,62.0,,Jonathan Orozco,4-4-2,Saul Silva,Match Report,,11,3,,0,0,2021,Tijuana
18,2021-01-15,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,D,0,0,FC Juárez,51.0,,Jonathan Orozco,4-3-3,Eduardo Basulto,Match Report,,10,2,,0,0,2021,Tijuana
19,2021-01-22,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,W,1,0,Puebla,48.0,,Jonathan Orozco,4-3-1-2,Adonai Escobedo,Match Report,,10,6,,1,1,2021,Tijuana
20,2021-01-30,19:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,3,2,Toluca,55.0,,Jonathan Orozco,4-4-2◆,Fernando Guerrero,Match Report,,16,6,,0,0,2021,Tijuana
21,2021-02-04,19:00,Liga MX,Guardianes 2021 Regular Season,Thu,Away,D,2,2,Atlético,46.0,,Jonathan Orozco,4-3-1-2,Luis Santander,Match Report,,8,2,,1,1,2021,Tijuana
22,2021-02-12,19:06,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,2,0,León,42.0,,Jonathan Orozco,5-4-1,Jorge Pérez,Match Report,,10,5,,0,0,2021,Tijuana
23,2021-02-21,19:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,2,3,UANL,56.0,,Jonathan Orozco,4-3-1-2,Fernando Hernández,Match Report,,13,7,,0,0,2021,Tijuana
24,2021-02-28,17:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,D,1,1,Monterrey,60.0,,Jonathan Orozco,4-4-2,Fernando Guerrero,Match Report,,10,5,,0,0,2021,Tijuana
25,2021-03-03,19:06,Liga MX,Guardianes 2021 Regular Season,Wed,Home,L,0,2,América,54.0,,Jonathan Orozco,4-3-1-2,Oscar Mejia,Match Report,,6,2,,0,0,2021,Tijuana
26,2021-03-08,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Away,L,1,2,Pachuca,65.0,,Jonathan Orozco,4-2-3-1,Diego Montaño,Match Report,,10,4,,0,0,2021,Tijuana
27,2021-03-13,19:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,L,0,1,Santos,65.0,,Jonathan Orozco,4-2-3-1,César Arturo Ramos,Match Report,,15,4,,0,0,2021,Tijuana
28,2021-03-20,20:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,3,1,Querétaro,60.0,,Jonathan Orozco,4-1-3-2,Fernando Hernández,Match Report,,15,4,,0,0,2021,Tijuana
29,2021-04-03,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,1,Atlas,64.0,,Jonathan Orozco,4-3-1-2,Jorge Pérez,Match Report,,9,2,,0,0,2021,Tijuana
30,2021-04-11,19:06,Liga MX,Guardianes 2021 Regular Season,Sun,Home,L,2,3,Mazatlán,57.0,,Esteban Pavez,4-4-2◆,Jorge Rojas,Match Report,,15,3,,1,1,2021,Tijuana
31,2021-04-17,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,2,Guadalajara,43.0,,Gonzalo Jara,4-4-2,Diego Montaño,Match Report,,6,2,,0,0,2021,Tijuana
32,2021-04-23,19:06,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,1,0,Necaxa,57.0,,Jonathan Orozco,4-4-2◆,Erick Yair Miranda,Match Report,,15,7,,0,0,2021,Tijuana
33,2021-05-01,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,D,1,1,Cruz Azul,52.0,,Jonathan Orozco,4-4-2◆,Adonai Escobedo,Match Report,,9,6,,0,0,2021,Tijuana
0,2020-07-24,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,L,0,3,UANL,40.0,,Julio César González Trinidad,5-3-2,Eduardo Basulto,Match Report,,8,1,,0,0,2021,Necaxa
1,2020-07-31,20:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,L,0,1,FC Juárez,60.0,,Julio César González Trinidad,4-4-2,Fernando Hernández,Match Report,,10,4,,0,0,2021,Necaxa
2,2020-08-07,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,D,1,1,América,57.0,,Julio César González Trinidad,4-4-2,Jorge Rojas,Match Report,,16,5,,1,1,2021,Necaxa
3,2020-08-11,17:00,Liga MX,Guardianes 2020 Regular Season,Tue,Home,W,1,0,Mazatlán,38.0,,Claudio Baeza,4-4-2,Jorge Pérez,Match Report,,10,4,,1,1,2021,Necaxa
4,2020-08-15,21:06,Liga MX,Guardianes 2020 Regular Season,Sat,Away,D,1,1,Monterrey,44.0,,Claudio Baeza,4-1-3-2,Eduardo Basulto,Match Report,,13,4,,0,0,2021,Necaxa
5,2020-08-21,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,W,2,1,Santos,54.0,,Claudio Baeza,4-4-2,Adonai Escobedo,Match Report,,15,5,,0,0,2021,Necaxa
6,2020-08-29,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,0,3,Cruz Azul,46.0,,Claudio Baeza,4-2-3-1,Marco Antonio Nava,Match Report,,10,2,,0,0,2021,Necaxa
7,2020-09-04,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,L,0,2,León,32.0,,Claudio Baeza,4-2-3-1,Luis Santander,Match Report,,14,5,,0,0,2021,Necaxa
8,2020-09-08,17:00,Liga MX,Guardianes 2020 Regular Season,Tue,Away,L,1,2,Atlético,42.0,,Unai Bilbao,4-2-3-1,César Arturo Ramos,Match Report,,14,8,,0,0,2021,Necaxa
9,2020-09-11,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,L,1,2,Guadalajara,43.0,,Claudio Baeza,4-4-1-1,Erick Yair Miranda,Match Report,,12,4,,0,0,2021,Necaxa
10,2020-09-18,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,L,0,1,Puebla,56.0,,Claudio Baeza,4-4-2,Jorge Pérez,Match Report,,14,3,,0,0,2021,Necaxa
11,2020-09-26,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,D,1,1,UNAM,56.0,,Claudio Baeza,5-3-2,Fernando Guerrero,Match Report,,10,3,,0,0,2021,Necaxa
12,2020-10-03,17:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,1,0,Atlas,37.0,,Claudio Baeza,5-3-2,Óscar Macias,Match Report,,11,4,,0,0,2021,Necaxa
13,2020-10-16,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,W,2,0,Tijuana,49.0,,Claudio Baeza,4-2-3-1,Adonai Escobedo,Match Report,,16,9,,0,0,2021,Necaxa
14,2020-10-24,17:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,1,0,Querétaro,51.0,,Claudio Baeza,4-2-3-1,Oscar Mejia,Match Report,,8,4,,0,0,2021,Necaxa
15,2020-10-30,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,W,3,2,Toluca,54.0,,David Cabrera Pujol,4-2-3-1,Fernando Hernández,Match Report,,14,4,,0,0,2021,Necaxa
16,2020-11-07,17:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,1,0,Pachuca,54.0,,David Cabrera Pujol,4-4-2,Eduardo Basulto,Match Report,,12,4,,0,0,2021,Necaxa
17,2020-11-21,21:10,Liga MX,Reclassification,Sat,Away,L,0,1,Guadalajara,42.0,,Claudio Baeza,4-4-2,César Arturo Ramos,Match Report,,11,3,,0,0,2021,Necaxa
18,2021-01-08,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,2,3,Mazatlán,57.0,7049.0,David Cabrera Pujol,4-4-2,Victor Caceres,Match Report,,16,6,,0,0,2021,Necaxa
19,2021-01-15,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,1,0,Atlético,47.0,3726.0,David Cabrera Pujol,4-4-2,Diego Montaño,Match Report,,5,2,,1,1,2021,Necaxa
20,2021-01-24,12:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,0,2,Toluca,45.0,,David Cabrera Pujol,4-4-2,Jorge Rojas,Match Report,,12,5,,0,0,2021,Necaxa
21,2021-01-28,21:00,Liga MX,Guardianes 2021 Regular Season,Thu,Away,D,1,1,UANL,26.0,,David Cabrera Pujol,4-4-2,Fernando Hernández,Match Report,,5,2,,0,0,2021,Necaxa
22,2021-02-05,21:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,L,0,2,Cruz Azul,55.0,,David Cabrera Pujol,4-4-2,Victor Caceres,Match Report,,12,7,,0,0,2021,Necaxa
23,2021-02-13,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,D,2,2,Guadalajara,34.0,,Unai Bilbao,3-5-2,Diego Montaño,Match Report,,10,2,,0,0,2021,Necaxa
24,2021-02-19,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,D,1,1,Monterrey,49.0,,Unai Bilbao,3-5-2,Luis Santander,Match Report,,15,7,,0,0,2021,Necaxa
25,2021-02-26,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,1,Puebla,46.0,,David Cabrera Pujol,4-4-2,César Arturo Ramos,Match Report,,10,3,,0,0,2021,Necaxa
26,2021-03-04,19:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,D,2,2,Pachuca,54.0,4948.0,David Cabrera Pujol,4-4-2,Fernando Guerrero,Match Report,,15,4,,0,0,2021,Necaxa
27,2021-03-07,19:06,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,1,3,Santos,45.0,,David Cabrera Pujol,4-4-2,Erick Yair Miranda,Match Report,,7,3,,0,0,2021,Necaxa
28,2021-03-15,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Away,L,1,3,León,30.0,,Jair Pereira,5-4-1,Fernando Hernández,Match Report,,12,5,,0,0,2021,Necaxa
29,2021-03-19,19:00,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,1,0,FC Juárez,46.0,4153.0,Jair Pereira,4-4-2,Óscar Macias,Match Report,,20,4,,0,0,2021,Necaxa
30,2021-04-03,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,2,América,34.0,,Jair Pereira,4-4-2,Erick Yair Miranda,Match Report,,12,4,,0,0,2021,Necaxa
31,2021-04-09,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,L,0,1,UNAM,46.0,,David Cabrera Pujol,4-4-2,Diego Montaño,Match Report,,16,5,,0,0,2021,Necaxa
32,2021-04-16,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,D,0,0,Querétaro,57.0,,David Cabrera Pujol,4-4-2,Saul Silva,Match Report,,17,2,,0,1,2021,Necaxa
33,2021-04-23,19:06,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,1,Tijuana,43.0,,David Cabrera Pujol,4-4-2,Erick Yair Miranda,Match Report,,16,2,,0,0,2021,Necaxa
34,2021-04-30,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Home,L,1,5,Atlas,40.0,,David Cabrera Pujol,4-4-2,Fernando Guerrero,Match Report,,7,3,,0,0,2021,Necaxa
0,2020-07-26,12:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,2,3,UNAM,45.0,,Gil Alcalá,4-3-3,Oscar Mejia,Match Report,,10,8,,0,0,2021,Queretaro
1,2020-08-02,17:00,Liga MX,Guardianes 2020 Regular Season,Sun,Home,D,1,1,Mazatlán,33.0,,Gil Alcalá,4-3-3,Erick Yair Miranda,Match Report,,14,6,,0,0,2021,Queretaro
2,2020-08-06,19:00,Liga MX,Guardianes 2020 Regular Season,Thu,Away,L,0,1,Pachuca,39.0,,Gil Alcalá,4-4-1-1,Adonai Escobedo,Match Report,,7,2,,0,0,2021,Queretaro
3,2020-08-12,17:00,Liga MX,Guardianes 2020 Regular Season,Wed,Home,W,1,0,Cruz Azul,28.0,,Gil Alcalá,5-3-2,Jorge Rojas,Match Report,,5,3,,0,0,2021,Queretaro
4,2020-08-16,21:00,Liga MX,Guardianes 2020 Regular Season,Sun,Home,W,4,1,América,37.0,,Gil Alcalá,4-4-2,Diego Montaño,Match Report,,16,6,,0,0,2021,Queretaro
5,2020-08-22,17:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,0,1,Atlas,58.0,,Gil Alcalá,4-4-2,Alejandro Funk,Match Report,,9,1,,0,0,2021,Queretaro
6,2020-08-30,19:06,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,1,2,Santos,50.0,,Gil Alcalá,4-1-4-1,Fernando Guerrero,Match Report,,7,2,,0,0,2021,Queretaro
7,2020-09-03,19:00,Liga MX,Guardianes 2020 Regular Season,Thu,Home,W,4,1,Toluca,43.0,,Gil Alcalá,4-4-2,César Arturo Ramos,Match Report,,14,4,,1,1,2021,Queretaro
8,2020-09-08,21:00,Liga MX,Guardianes 2020 Regular Season,Tue,Away,D,1,1,Guadalajara,32.0,,Gil Alcalá,4-3-3,Eduardo Basulto,Match Report,,11,4,,0,0,2021,Queretaro
9,2020-09-13,19:00,Liga MX,Guardianes 2020 Regular Season,Sun,Home,L,2,3,León,31.0,,Gil Alcalá,4-4-2,Marco Antonio Nava,Match Report,,13,6,,1,1,2021,Queretaro
10,2020-09-19,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,0,3,UANL,21.0,,Gil Alcalá,5-4-1,Erick Yair Miranda,Match Report,,7,4,,0,1,2021,Queretaro
11,2020-09-25,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,D,3,3,Puebla,34.0,,Gil Alcalá,4-4-2,Jorge Rojas,Match Report,,15,7,,0,0,2021,Queretaro
12,2020-10-04,19:00,Liga MX,Guardianes 2020 Regular Season,Sun,Home,L,1,2,Monterrey,45.0,,Gil Alcalá,,Fernando Guerrero,Match Report,,15,3,,0,0,2021,Queretaro
13,2020-10-15,21:00,Liga MX,Guardianes 2020 Regular Season,Thu,Away,L,1,2,Atlético,48.0,,Gil Alcalá,4-4-2,Diego Montaño,Match Report,,12,1,,0,0,2021,Queretaro
14,2020-10-24,17:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,L,0,1,Necaxa,50.0,,Fernando Madrigal,4-4-2,Oscar Mejia,Match Report,,18,4,,0,0,2021,Queretaro
15,2020-10-30,21:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,L,0,1,FC Juárez,57.0,,Ángel Sepúlveda,4-4-2,Fernando Guerrero,Match Report,,18,7,,0,0,2021,Queretaro
16,2020-11-08,21:00,Liga MX,Guardianes 2020 Regular Season,Sun,Home,D,2,2,Tijuana,34.0,,Ángel Sepúlveda,4-4-2,Luis Santander,Match Report,,11,6,,0,0,2021,Queretaro
17,2021-01-10,12:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,1,3,Toluca,55.0,,Antonio Valencia,4-1-4-1,Adalid Maganda,Match Report,,12,4,,1,1,2021,Queretaro
18,2021-01-17,21:06,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,1,0,Atlas,46.0,,Antonio Valencia,4-3-3,Marco Antonio Nava,Match Report,,9,5,,0,1,2021,Queretaro
19,2021-01-24,19:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,2,0,UNAM,40.0,,Antonio Valencia,4-3-3,Fernando Guerrero,Match Report,,8,2,,0,0,2021,Queretaro
20,2021-01-30,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,4,Cruz Azul,45.0,,Antonio Valencia,4-2-3-1,Luis Santander,Match Report,,4,1,,0,0,2021,Queretaro
21,2021-02-04,21:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,W,3,1,Pachuca,35.0,,Antonio Valencia,4-4-1-1,Oscar Mejia,Match Report,,9,5,,0,0,2021,Queretaro
22,2021-02-13,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,2,América,27.0,,Antonio Valencia,4-3-3,Adonai Escobedo,Match Report,,8,2,,0,0,2021,Queretaro
23,2021-02-21,17:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,D,1,1,Puebla,36.0,,Antonio Valencia,4-2-3-1,Eduardo Basulto,Match Report,,11,6,,0,0,2021,Queretaro
24,2021-02-26,20:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,3,Mazatlán,37.0,,Antonio Valencia,4-2-3-1,Marco Antonio Nava,Match Report,,6,5,,0,0,2021,Queretaro
25,2021-03-03,19:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,D,2,2,Guadalajara,36.0,,Ángel Sepúlveda,4-3-3,Erick Yair Miranda,Match Report,,20,5,,0,0,2021,Queretaro
26,2021-03-06,19:06,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,2,Monterrey,50.0,,Antonio Valencia,4-3-3,Óscar Macias,Match Report,,5,3,,0,0,2021,Queretaro
27,2021-03-14,18:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,2,1,Atlético,48.0,,Antonio Valencia,4-2-3-1,Jorge Rojas,Match Report,,16,8,,1,1,2021,Queretaro
28,2021-03-20,20:06,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,3,Tijuana,40.0,,Antonio Valencia,4-2-3-1,Fernando Hernández,Match Report,,10,4,,0,0,2021,Queretaro
29,2021-04-04,19:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,L,0,1,UANL,38.0,,Antonio Valencia,4-4-2,Mario Vargas,Match Report,,13,3,,0,0,2021,Queretaro
30,2021-04-11,19:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,1,0,Santos,37.0,,Antonio Valencia,4-2-3-1,Fernando Hernández,Match Report,,9,5,,0,0,2021,Queretaro
